C:\Users\thewo\Downloads\simulator-windows-64\IMG\center_2023_04_07_12_49_52_372.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\left_2023_04_07_12_49_52_372.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\right_2023_04_07_12_49_52_372.jpg, 0, 1, 0, 30.19029
C:\Users\thewo\Downloads\simulator-windows-64\IMG\center_2023_04_07_12_49_52_479.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\left_2023_04_07_12_49_52_479.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\right_2023_04_07_12_49_52_479.jpg, 0, 1, 0, 30.19031
C:\Users\thewo\Downloads\simulator-windows-64\IMG\center_2023_04_07_12_49_52_582.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\left_2023_04_07_12_49_52_582.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\right_2023_04_07_12_49_52_582.jpg, -0.1605045, 1, 0, 30.18288
C:\Users\thewo\Downloads\simulator-windows-64\IMG\center_2023_04_07_12_49_52_685.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\left_2023_04_07_12_49_52_685.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\right_2023_04_07_12_49_52_685.jpg, -0.352731, 1, 0, 30.17157
C:\Users\thewo\Downloads\simulator-windows-64\IMG\center_2023_04_07_12_49_52_798.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\left_2023_04_07_12_49_52_798.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\right_2023_04_07_12_49_52_798.jpg, -0.05564456, 1, 0, 30.19002
C:\Users\thewo\Downloads\simulator-windows-64\IMG\center_2023_04_07_12_49_52_907.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\left_2023_04_07_12_49_52_907.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\right_2023_04_07_12_49_52_907.jpg, 0, 1, 0, 30.18977
C:\Users\thewo\Downloads\simulator-windows-64\IMG\center_2023_04_07_12_49_53_013.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\left_2023_04_07_12_49_53_013.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\right_2023_04_07_12_49_53_013.jpg, 0.2190195, 1, 0, 30.17409
C:\Users\thewo\Downloads\simulator-windows-64\IMG\center_2023_04_07_12_49_53_117.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\left_2023_04_07_12_49_53_117.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\right_2023_04_07_12_49_53_117.jpg, 0, 1, 0, 30.18964
C:\Users\thewo\Downloads\simulator-windows-64\IMG\center_2023_04_07_12_49_53_225.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\left_2023_04_07_12_49_53_225.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\right_2023_04_07_12_49_53_225.jpg, 0, 1, 0, 30.19022
C:\Users\thewo\Downloads\simulator-windows-64\IMG\center_2023_04_07_12_49_53_327.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\left_2023_04_07_12_49_53_327.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\right_2023_04_07_12_49_53_327.jpg, 0, 1, 0, 30.19029
C:\Users\thewo\Downloads\simulator-windows-64\IMG\center_2023_04_07_12_49_53_430.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\left_2023_04_07_12_49_53_430.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\right_2023_04_07_12_49_53_430.jpg, 0, 1, 0, 30.19029
C:\Users\thewo\Downloads\simulator-windows-64\IMG\center_2023_04_07_12_49_53_540.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\left_2023_04_07_12_49_53_540.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\right_2023_04_07_12_49_53_540.jpg, 0, 1, 0, 30.19031
C:\Users\thewo\Downloads\simulator-windows-64\IMG\center_2023_04_07_12_49_53_648.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\left_2023_04_07_12_49_53_648.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\right_2023_04_07_12_49_53_648.jpg, 0, 1, 0, 30.19032
C:\Users\thewo\Downloads\simulator-windows-64\IMG\center_2023_04_07_12_49_53_756.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\left_2023_04_07_12_49_53_756.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\right_2023_04_07_12_49_53_756.jpg, 0, 1, 0, 30.19029
C:\Users\thewo\Downloads\simulator-windows-64\IMG\center_2023_04_07_12_49_53_861.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\left_2023_04_07_12_49_53_861.jpg, C:\Users\thewo\Downloads\simulator-windows-64\IMG\right_2023_04_07_12_49_53_861.jpg, 0, 1, 0, 30.1903
